"kjønn";"alder";"type justering";"måned";"statistikkvariabel";"13760: Arbeidsstyrken, sysselsatte, arbeidsledige  og utførte ukeverk for personer 15-74 år, etter kjønn, alder, type justering, måned og statistikkvariabel"
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M04";"Sysselsatte i prosent av befolkningen";75,9
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M04";"Arbeidsledige i prosent av arbeidsstyrken";2,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M04";"Befolkningen (1000 personer)";1560
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Arbeidsstyrken (1000 personer)";1214
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Sysselsatte (1000 personer)";1182
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1048
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Arbeidsledige (1000 personer)";32
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Arbeidsstyrken i prosent av befolkningen";77,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M05";"Befolkningen (1000 personer)";1563
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Arbeidsstyrken (1000 personer)";1215
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Sysselsatte (1000 personer)";1183
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1026
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Arbeidsledige (1000 personer)";31
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M06";"Befolkningen (1000 personer)";1566
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Arbeidsstyrken (1000 personer)";1209
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Sysselsatte (1000 personer)";1180
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1041
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Arbeidsledige (1000 personer)";29
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Arbeidsstyrken i prosent av befolkningen";77,2
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Sysselsatte i prosent av befolkningen";75,4
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Arbeidsledige i prosent av arbeidsstyrken";2,4
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M07";"Befolkningen (1000 personer)";1565
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Arbeidsstyrken (1000 personer)";1216
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Sysselsatte (1000 personer)";1186
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1031
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Arbeidsledige (1000 personer)";30
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Arbeidsstyrken i prosent av befolkningen";77,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Arbeidsledige i prosent av arbeidsstyrken";2,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M08";"Befolkningen (1000 personer)";1569
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Arbeidsstyrken (1000 personer)";1231
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Sysselsatte (1000 personer)";1203
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1054
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Arbeidsledige (1000 personer)";28
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Arbeidsstyrken i prosent av befolkningen";78,3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Sysselsatte i prosent av befolkningen";76,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Arbeidsledige i prosent av arbeidsstyrken";2,3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M09";"Befolkningen (1000 personer)";1571
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Arbeidsstyrken (1000 personer)";1229
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Sysselsatte (1000 personer)";1197
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1021
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Arbeidsstyrken i prosent av befolkningen";78,1
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Sysselsatte i prosent av befolkningen";76
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M10";"Befolkningen (1000 personer)";1574
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Arbeidsstyrken (1000 personer)";1221
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Sysselsatte (1000 personer)";1190
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1030
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Arbeidsledige (1000 personer)";31
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Arbeidsstyrken i prosent av befolkningen";77,4
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Arbeidsledige i prosent av arbeidsstyrken";2,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M11";"Befolkningen (1000 personer)";1577
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Arbeidsstyrken (1000 personer)";1231
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Sysselsatte (1000 personer)";1198
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1033
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Arbeidsstyrken i prosent av befolkningen";78
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Sysselsatte i prosent av befolkningen";75,9
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2012M12";"Befolkningen (1000 personer)";1578
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Arbeidsstyrken (1000 personer)";1225
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Sysselsatte (1000 personer)";1193
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1033
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Arbeidsledige (1000 personer)";32
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Arbeidsstyrken i prosent av befolkningen";77,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M01";"Befolkningen (1000 personer)";1581
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Arbeidsstyrken (1000 personer)";1229
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Sysselsatte (1000 personer)";1197
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1027
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Arbeidsstyrken i prosent av befolkningen";77,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M02";"Befolkningen (1000 personer)";1583
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Arbeidsstyrken (1000 personer)";1239
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Sysselsatte (1000 personer)";1204
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1026
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Arbeidsledige (1000 personer)";35
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Arbeidsstyrken i prosent av befolkningen";78,2
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Sysselsatte i prosent av befolkningen";76
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Arbeidsledige i prosent av arbeidsstyrken";2,8
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M03";"Befolkningen (1000 personer)";1585
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Arbeidsstyrken (1000 personer)";1236
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Sysselsatte (1000 personer)";1200
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1027
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Arbeidsledige (1000 personer)";36
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Arbeidsstyrken i prosent av befolkningen";77,9
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Arbeidsledige i prosent av arbeidsstyrken";2,9
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M04";"Befolkningen (1000 personer)";1587
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Arbeidsstyrken (1000 personer)";1233
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Sysselsatte (1000 personer)";1197
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1022
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Arbeidsledige (1000 personer)";36
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Sysselsatte i prosent av befolkningen";75,3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Arbeidsledige i prosent av arbeidsstyrken";2,9
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M05";"Befolkningen (1000 personer)";1589
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Arbeidsstyrken (1000 personer)";1234
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Sysselsatte (1000 personer)";1202
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1041
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M06";"Befolkningen (1000 personer)";1591
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Arbeidsstyrken (1000 personer)";1243
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Sysselsatte (1000 personer)";1211
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1031
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Arbeidsledige (1000 personer)";32
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Arbeidsstyrken i prosent av befolkningen";78,1
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Sysselsatte i prosent av befolkningen";76
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M07";"Befolkningen (1000 personer)";1592
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Arbeidsstyrken (1000 personer)";1237
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Sysselsatte (1000 personer)";1203
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1029
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Arbeidsledige (1000 personer)";34
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M08";"Befolkningen (1000 personer)";1594
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Arbeidsstyrken (1000 personer)";1240
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Sysselsatte (1000 personer)";1206
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1025
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Arbeidsledige (1000 personer)";34
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Arbeidsledige i prosent av arbeidsstyrken";2,8
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M09";"Befolkningen (1000 personer)";1597
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Arbeidsstyrken (1000 personer)";1240
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Sysselsatte (1000 personer)";1209
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1051
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Arbeidsledige (1000 personer)";31
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Arbeidsledige i prosent av arbeidsstyrken";2,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M10";"Befolkningen (1000 personer)";1599
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Arbeidsstyrken (1000 personer)";1242
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Sysselsatte (1000 personer)";1209
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1042
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Arbeidsstyrken i prosent av befolkningen";77,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M11";"Befolkningen (1000 personer)";1602
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Arbeidsstyrken (1000 personer)";1241
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Sysselsatte (1000 personer)";1206
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1042
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Arbeidsledige (1000 personer)";35
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Arbeidsstyrken i prosent av befolkningen";77,4
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Sysselsatte i prosent av befolkningen";75,2
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Arbeidsledige i prosent av arbeidsstyrken";2,9
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2013M12";"Befolkningen (1000 personer)";1603
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Arbeidsstyrken (1000 personer)";1246
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Sysselsatte (1000 personer)";1208
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1069
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Arbeidsledige (1000 personer)";37
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Arbeidsstyrken i prosent av befolkningen";77,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Sysselsatte i prosent av befolkningen";75,3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Arbeidsledige i prosent av arbeidsstyrken";3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M01";"Befolkningen (1000 personer)";1605
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Arbeidsstyrken (1000 personer)";1246
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Sysselsatte (1000 personer)";1213
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1036
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Arbeidsstyrken i prosent av befolkningen";77,4
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Sysselsatte i prosent av befolkningen";75,3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M02";"Befolkningen (1000 personer)";1609
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Arbeidsstyrken (1000 personer)";1248
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Sysselsatte (1000 personer)";1214
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1070
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Arbeidsledige (1000 personer)";34
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Arbeidsstyrken i prosent av befolkningen";77,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Sysselsatte i prosent av befolkningen";75,4
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Arbeidsledige i prosent av arbeidsstyrken";2,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M03";"Befolkningen (1000 personer)";1610
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Arbeidsstyrken (1000 personer)";1253
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Sysselsatte (1000 personer)";1221
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1078
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Arbeidsledige (1000 personer)";32
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Arbeidsstyrken i prosent av befolkningen";77,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Sysselsatte i prosent av befolkningen";75,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M04";"Befolkningen (1000 personer)";1612
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Arbeidsstyrken (1000 personer)";1252
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Sysselsatte (1000 personer)";1220
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1058
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Arbeidsledige (1000 personer)";32
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Arbeidsstyrken i prosent av befolkningen";77,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M05";"Befolkningen (1000 personer)";1615
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Arbeidsstyrken (1000 personer)";1256
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Sysselsatte (1000 personer)";1223
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1065
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Arbeidsledige (1000 personer)";33
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Arbeidsstyrken i prosent av befolkningen";77,7
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Sysselsatte i prosent av befolkningen";75,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Arbeidsledige i prosent av arbeidsstyrken";2,6
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M06";"Befolkningen (1000 personer)";1617
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Arbeidsstyrken (1000 personer)";1259
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Sysselsatte (1000 personer)";1222
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1061
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Arbeidsledige (1000 personer)";38
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Arbeidsstyrken i prosent av befolkningen";77,8
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Sysselsatte i prosent av befolkningen";75,5
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Arbeidsledige i prosent av arbeidsstyrken";3
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M07";"Befolkningen (1000 personer)";1619
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M08";"Arbeidsstyrken (1000 personer)";1256
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M08";"Sysselsatte (1000 personer)";1222
"1 Menn";"25-74 25-74 år";"S Sesongjustert";"2014M08";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1112
